"Subject" "Activity" "fBodyAccJerk-mean()-X_averaged" "fBodyAccJerk-mean()-Y_averaged" "fBodyAccJerk-mean()-Z_averaged" "fBodyAccJerk-std()-X_averaged" "fBodyAccJerk-std()-Y_averaged" "fBodyAccJerk-std()-Z_averaged" "fBodyAccMag-mean()_averaged" "fBodyAccMag-std()_averaged" "fBodyAcc-mean()-X_averaged" "fBodyAcc-mean()-Y_averaged" "fBodyAcc-mean()-Z_averaged" "fBodyAcc-std()-X_averaged" "fBodyAcc-std()-Y_averaged" "fBodyAcc-std()-Z_averaged" "fBodyBodyAccJerkMag-mean()_averaged" "fBodyBodyAccJerkMag-std()_averaged" "fBodyBodyGyroJerkMag-mean()_averaged" "fBodyBodyGyroJerkMag-std()_averaged" "fBodyBodyGyroMag-mean()_averaged" "fBodyBodyGyroMag-std()_averaged" "fBodyGyro-mean()-X_averaged" "fBodyGyro-mean()-Y_averaged" "fBodyGyro-mean()-Z_averaged" "fBodyGyro-std()-X_averaged" "fBodyGyro-std()-Y_averaged" "fBodyGyro-std()-Z_averaged" "tBodyAccJerkMag-mean()_averaged" "tBodyAccJerkMag-std()_averaged" "tBodyAccJerk-mean()-X_averaged" "tBodyAccJerk-mean()-Y_averaged" "tBodyAccJerk-mean()-Z_averaged" "tBodyAccJerk-std()-X_averaged" "tBodyAccJerk-std()-Y_averaged" "tBodyAccJerk-std()-Z_averaged" "tBodyAccMag-mean()_averaged" "tBodyAccMag-std()_averaged" "tBodyAcc-mean()-X_averaged" "tBodyAcc-mean()-Y_averaged" "tBodyAcc-mean()-Z_averaged" "tBodyAcc-std()-X_averaged" "tBodyAcc-std()-Y_averaged" "tBodyAcc-std()-Z_averaged" "tBodyGyroJerkMag-mean()_averaged" "tBodyGyroJerkMag-std()_averaged" "tBodyGyroJerk-mean()-X_averaged" "tBodyGyroJerk-mean()-Y_averaged" "tBodyGyroJerk-mean()-Z_averaged" "tBodyGyroJerk-std()-X_averaged" "tBodyGyroJerk-std()-Y_averaged" "tBodyGyroJerk-std()-Z_averaged" "tBodyGyroMag-mean()_averaged" "tBodyGyroMag-std()_averaged" "tBodyGyro-mean()-X_averaged" "tBodyGyro-mean()-Y_averaged" "tBodyGyro-mean()-Z_averaged" "tBodyGyro-std()-X_averaged" "tBodyGyro-std()-Y_averaged" "tBodyGyro-std()-Z_averaged" "tGravityAccMag-mean()_averaged" "tGravityAccMag-std()_averaged" "tGravityAcc-mean()-X_averaged" "tGravityAcc-mean()-Y_averaged" "tGravityAcc-mean()-Z_averaged" "tGravityAcc-std()-X_averaged" "tGravityAcc-std()-Y_averaged" "tGravityAcc-std()-Z_averaged"
"1" "LAYING" -0.70518651158 -0.6904600019 -0.71742421128 -0.70899403188 -0.699147284784 -0.709822649592 -0.65761165214 -0.67778546806 -0.66208011474 -0.660707821732 -0.65950819682 -0.67035574242 -0.6781991437 -0.6767657094 -0.68992579885 -0.69580808364 -0.76054949206 -0.7460544577 -0.6926298435 -0.6964503568 -0.63309334451 -0.6253325272 -0.61177260384 -0.64341789078 -0.6529446305642 -0.65057765522 -0.63626440072 -0.640366306538 -0.703570862262 -0.6957137685114 -0.706223928832 -0.7058656472 -0.69861846118 -0.70593729026 -0.74468807414 -0.7525206427 -0.68571711248 -0.672018756538 -0.69926863622 -0.71582172598 -0.71089829102 -0.69473708778 -0.60986783954 -0.6532633705 -0.69787340166 -0.71167998216 -0.7011266204 -0.73198799624 -0.74160062138 -0.7430111467 -0.591660779704 -0.594629271878 -0.7071091433128 -0.72153537126 -0.7219004371 -0.72362477574 -0.713504937184 -0.68205026458 -0.70102631528 -0.6976303754 -0.63953224226 -0.64784583806 -0.66166668398 -0.672104081252 -0.672381331858 -0.6284234612
"1" "SITTING" -0.472683099095957 -0.471956135955319 -0.485909148255319 -0.487155698723404 -0.485252673851064 -0.483077085504255 -0.548916019638298 -0.549098881957447 -0.637570192574468 -0.628519671510638 -0.625354999531915 -0.630029697255319 -0.626509152957447 -0.62888187112766 -0.537411656702128 -0.550134126531915 -0.505689752978723 -0.497766715425532 -0.525943042306383 -0.525850404376596 -0.598705934787234 -0.57558937606383 -0.599271182106383 -0.624546147787234 -0.626463188276596 -0.609199851 -0.61131466793617 -0.606702331291489 -0.614189303402128 -0.60456622093617 -0.587368911702128 -0.586426862091489 -0.600612630787234 -0.611985147744681 -0.522315999617021 -0.516443486234043 -0.515385813425532 -0.46614104547234 -0.48824262177234 -0.484346265680851 -0.491717979765957 -0.488688847276596 -0.698960306680851 -0.69853952687234 -0.485413485523617 -0.452397856404255 -0.465163340070213 -0.465818391446809 -0.46412392487234 -0.461601317959574 -0.655526233234043 -0.652966086531915 -0.618842692744681 -0.587802282276596 -0.575341297548468 -0.573481035361702 -0.55454248193617 -0.575593899361702 -0.541802076255319 -0.558274926276596 -0.565355662870213 -0.563406857804255 -0.568027959617021 -0.587348889574468 -0.585165286234043 -0.602981324680851
"1" "STANDING" 0.253179880373396 0.279705362998491 0.256347660133962 0.257790945737736 0.263123336645283 0.263589306484906 0.213551732254717 0.210211834235849 0.183605223764151 0.187737073037736 0.187512119649057 0.173176941218868 0.207467565109434 0.200904925349057 0.24847028284717 0.237492100490566 0.204432092713208 0.207545560932075 0.22969320878283 0.235229924075472 0.203831003277358 0.199319028673585 0.200811351337736 0.184450128040377 0.180320500359811 0.182659045693019 0.21824278325717 0.212032092830189 0.222130112998113 0.210361732758491 0.216189593319075 0.20706237339434 0.218603896773585 0.202475734626415 0.218250090211321 0.207633218445283 0.269102274684906 0.256688068962264 0.242541308156604 0.2341225063 0.250721558190566 0.250130050154717 0.199586068266038 0.198026246126415 0.253677077077358 0.267723594316981 0.265417716662264 0.271032577131509 0.300148170965849 0.281848254075472 0.199892955787925 0.183867925018868 0.208773747383019 0.213850158418868 0.229988719309434 0.229281275954717 0.214010541064151 0.220934819839623 0.182462103409434 0.179880608673585 0.230515350160377 0.225593820188679 0.184681769580189 0.191534596249057 0.222423177549189 0.243164275318491
"1" "WALKING" -0.563138183010526 -0.567951218768421 -0.575044981978947 -0.588014934545263 -0.585016084357895 -0.577489800631579 -0.595822694293684 -0.575395715269474 -0.592220091178947 -0.57958024734 -0.572732301978947 -0.576650085705263 -0.59320589928 -0.580924009631579 -0.554312655737895 -0.565828301258947 -0.559267317978947 -0.503860702568421 -0.555347390189474 -0.522842744042105 -0.561327635115789 -0.518330049682105 -0.544365696195789 -0.561715784589474 -0.544241126578947 -0.538361744536842 -0.529122130736842 -0.528719108442105 -0.606663804631579 -0.618780004889474 -0.617731765614737 -0.612959981045263 -0.604722497790526 -0.572642380604211 -0.556432699430526 -0.563565458778947 -0.556626997276842 -0.546263939705263 -0.560719545347368 -0.565187641894737 -0.562786289855617 -0.561770968285263 -0.579943059915789 -0.582256440021053 -0.555584438513684 -0.568739161315789 -0.561210496189474 -0.591230534775789 -0.581197223073684 -0.569285098505263 -0.539375895208421 -0.541261978117895 -0.569913292536842 -0.576540046452632 -0.583819038828421 -0.557724259557895 -0.547958034978947 -0.567753198873684 -0.568204830430526 -0.575943933905263 -0.531214648561263 -0.528163428783579 -0.56015540471579 -0.555661583368421 -0.578620706231579 -0.621574000063158
"1" "WALKING_DOWNSTAIRS" -0.193904316857143 -0.193627639857143 -0.221139451489796 -0.201569378914286 -0.207068745163265 -0.15539773247551 -0.278309685836735 -0.237665461081633 -0.259809316244898 -0.26872997172449 -0.294647563540816 -0.319402333138776 -0.26355687422449 -0.256672412938776 -0.191398164857143 -0.218836572816327 -0.183800674561224 -0.225985862691837 -0.190397842132653 -0.201246435979592 -0.231670294244898 -0.234388712897959 -0.183158083163265 -0.202575926226531 -0.207044216334694 -0.237631968722449 -0.191348644918367 -0.205652449097959 -0.324764277469388 -0.289526393969388 -0.269777831479592 -0.256441934755102 -0.303903263469388 -0.307783994897959 -0.199263036716327 -0.195576709057143 -0.117557985034694 -0.128418083165306 -0.138795365163265 -0.150603701469388 -0.138105175326531 -0.118163348016327 -0.311770600683673 -0.32891686665102 -0.169205324040816 -0.172634639142857 -0.199565761865306 -0.205549550204082 -0.214910532953061 -0.197988863367347 -0.228939200285714 -0.185494930626531 -0.289529496023878 -0.279291139367347 -0.285744758755102 -0.250735471889796 -0.280789930277551 -0.281846962795918 -0.175331761734694 -0.176219514591837 -0.12617013984898 -0.126015665612245 -0.165021962265306 -0.192973605897959 -0.181148853020408 -0.195334449428571
"1" "WALKING_UPSTAIRS" -0.0287246726226415 -0.0617158603811321 -0.0535033961132075 -0.112109943150943 -0.116233216188679 -0.097336426754717 0.0928385644339623 0.113164219075472 0.0952864340377358 0.0662599140943396 0.0707012488301887 0.105486372564151 0.0837053311867925 0.0908227947339623 0.0117485288301887 -0.0178399247924528 -0.0536974476207547 -0.0597472402830189 -0.0442870959622642 -0.0663254812509434 0.106097180241509 0.11573258145283 0.0943768899169811 0.127258273211132 0.0939181451132075 0.102478341922642 -0.0368136135471698 0.00167299194339623 0.133743527730189 0.116156894471698 0.127978690075472 0.103958125354717 0.0670553138867925 0.0983015474339623 -0.096960233 -0.137599152735849 -0.0924266277754717 -0.11034171545283 -0.0610530305849057 -0.101005814339623 -0.1382669666 -0.0967132316037736 0.113805137884906 0.121972343679245 -0.0995935797320755 -0.115330472644528 -0.129037287698113 -0.149003741584906 -0.126536064867925 -0.0899991178113208 0.0493173187735849 0.0805450810264151 0.0793895345283019 0.100471036867925 0.0760697412830189 0.0380289479811321 0.0771556415660377 0.0837628515283019 -0.00938806716981132 -0.0124798871698113 0.0235538228981132 -0.0160152300943396 0.0198679415510377 0.00749276236603774 0.00850821735849057 0.0234780504716981
"10" "LAYING" -0.128659380131034 -0.147820012868966 -0.166013963263793 -0.195778501593448 -0.185034492913793 -0.19038929092931 -0.137955654413793 -0.118319959586207 -0.128340310868966 -0.0903495159448276 -0.0679132330913793 -0.0859077977689655 -0.0940179106706897 -0.136166087151724 -0.13717412272069 -0.158988805048276 -0.142903120658621 -0.161630558412069 -0.14721813337931 -0.150906872932759 -0.138384500598276 -0.0916679988275862 -0.111225878258621 -0.142032601706897 -0.12929310152069 -0.116341694025862 -0.122593094689655 -0.165989608224138 -0.0862202021706897 -0.0755435387639655 -0.0730867616482759 -0.107376393041379 -0.140354950196552 -0.106278942605172 -0.141068429344828 -0.0966772165465517 -0.187784669187931 -0.190455414255172 -0.196061900155172 -0.208022496406897 -0.210742742018966 -0.205452993581034 -0.138357879884483 -0.162010640758621 -0.234728115124138 -0.220552263741379 -0.244245831798276 -0.205313961741379 -0.168692347567241 -0.197377133551724 -0.134733046325862 -0.156127924172414 -0.16639744712931 -0.196337434148276 -0.201875495051724 -0.187150758027586 -0.195885201455172 -0.191566634165517 -0.161173284655172 -0.118018017224138 -0.118606464568966 -0.100954686017241 -0.154157920172414 -0.129674609401724 -0.132173063258621 -0.153977491758621
"10" "SITTING" -0.641427654259259 -0.648612533962963 -0.616911858796296 -0.579505665 -0.59036648487037 -0.591014212796296 -0.527505272796296 -0.53069931187037 -0.587925137981481 -0.582171635314815 -0.539382262851852 -0.53081198387037 -0.538267093372222 -0.542471532153704 -0.560167444037037 -0.548484967722222 -0.581173017066667 -0.604420858518519 -0.578076050475926 -0.62362209812963 -0.546831186259259 -0.57574576321963 -0.588081574627778 -0.617368039574074 -0.637786462296296 -0.633859190207407 -0.637213576185185 -0.595941056892593 -0.554285540481481 -0.578833669388889 -0.566752514388889 -0.569270152777778 -0.569233036185185 -0.544628755148148 -0.604289175885185 -0.622768898166667 -0.657683116574074 -0.647826299211111 -0.642929264907407 -0.634623687142593 -0.623979248605556 -0.602003001259259 -0.575465368718518 -0.553081614148148 -0.677385285796296 -0.658363129148148 -0.646194197833333 -0.645748113981481 -0.669680863518519 -0.659643210037037 -0.562977045814815 -0.557688510148148 -0.594622949833333 -0.583674082624074 -0.600543216507407 -0.609273285648148 -0.597677844740741 -0.600095074894444 -0.635755309981481 -0.612326953703704 -0.577592459388889 -0.590662164037037 -0.600331388833333 -0.610084555148148 -0.624409711592593 -0.622885450074074
"10" "STANDING" -0.282754184659091 -0.277172193095455 -0.25527817425 -0.258179759181818 -0.259517617954545 -0.239740893318182 -0.277876037727273 -0.280734329363636 -0.215029948954545 -0.242129043795455 -0.253429365636364 -0.261760806113636 -0.244073887727273 -0.209801705340909 -0.298759648886364 -0.3012414015 -0.338051811684091 -0.341752407181818 -0.28058409475 -0.284180465886364 -0.2759159 -0.283711422681818 -0.266404897931818 -0.296033450272727 -0.291305573136364 -0.278090212431818 -0.288537284545455 -0.267717984318182 -0.19672915475 -0.229839573295455 -0.219855319090909 -0.208912846340909 -0.213037250909091 -0.204337610477273 -0.298685533931818 -0.308705051522727 -0.320090603454545 -0.319507478136364 -0.291932304159091 -0.306824803477273 -0.314134605136364 -0.326366953954545 -0.277019155909091 -0.293770820181818 -0.331516961590909 -0.308817546363636 -0.297167751363636 -0.314570165909091 -0.327770399090909 -0.326228713863636 -0.247438805202273 -0.251979207295455 -0.238741219772727 -0.247423274043182 -0.249958170613636 -0.232207250954545 -0.253623420795455 -0.265880107581818 -0.275950972931818 -0.2859527 -0.214426065363636 -0.228694508868182 -0.227245595636364 -0.248690195340909 -0.252807853704545 -0.274549187431818
"10" "WALKING" -0.308495574745283 -0.296931679698113 -0.296931349837736 -0.303103598773585 -0.316201195192453 -0.326616591337736 -0.310003061483019 -0.255885565773585 -0.294613436315094 -0.269896209509434 -0.27393256109434 -0.250529319113208 -0.264842056666038 -0.278613480715094 -0.224733175203774 -0.243920755567925 -0.252525951656604 -0.289217077926415 -0.256769314660377 -0.265292150339623 -0.345519552058113 -0.36575152845283 -0.353359894 -0.308352961607547 -0.313938212067925 -0.29583130850566 -0.307653803748679 -0.320744311169811 -0.303909406716981 -0.331098363679245 -0.352474513981132 -0.32215376254717 -0.292733073622642 -0.302637628320755 -0.324864894415094 -0.290214489358491 -0.306375607324528 -0.282767457454717 -0.329629645171698 -0.317318630584906 -0.298627814679245 -0.287346889069811 -0.287554841169811 -0.287733973067925 -0.260265428641509 -0.266131546396226 -0.271184680415094 -0.320766269171509 -0.335275927432075 -0.329441836792453 -0.339306452608264 -0.296770195290566 -0.28602928035283 -0.257545092605094 -0.293101350235849 -0.263124384113208 -0.291134209207547 -0.26035289945283 -0.312383238586792 -0.32755835061717 -0.333554598698113 -0.325841726211321 -0.345592741862264 -0.364430258515094 -0.323182924843396 -0.334679260203774
